uID,Season,Grid,Species,ID,Capture_type,Date_capture,Station,Trap_type,SVL_mm
698,6,MP2,wm,S6-MP2-19,Marked,1/03/2020,a3,Pitfall,60
699,6,MP2,wm,S6-MP2-,Marked,1/03/2020,d6,Onduline,
700,6,MP2,wm,S6-MP2-20,Marked,1/03/2020,e5,Pitfall,60
701,6,MP2,wm,S6-MP2-21,Marked,1/03/2020,f4,Pitfall,72
702,6,MP2,wm,S6-MP2-13,Marked,1/03/2020,f3,Onduline,66
703,6,MP2,op,,Observed,1/03/2020,d6,Pitfall,
704,6,MP2,wm,S6-MP2-25,Marked,1/03/2020,e1,Onduline,
705,6,MP2,op,,Observed,1/03/2020,d6,Pitfall,
706,6,MP2,wm,S6-MP2-28,Marked,1/03/2020,f4,Onduline,55
707,6,MP2,wm,S6-MP2-23,Marked,1/03/2020,f6,Onduline,
708,6,MP2,wm,S6-MP2-- - -,Marked,1/03/2020,f1,Pitfall,47
709,6,MP2,op,MP2-00(12),Marked,1/03/2020,e4,Pitfall,60
710,6,MP2,op,MP2-00(35)0,Marked,1/03/2020,b4,Pitfall,67
711,6,MP2,op,MP2-0300,Marked,1/03/2020,e4,Pitfall,58
712,6,MP2,op,MP2-5020,Marked,1/03/2020,b5,Pitfall,60
713,6,MP2,op,MP2-5030,Marked,1/03/2020,d3,Pitfall,66
714,6,MP1,wm,S6-MP1-17,Marked,1/03/2020,d5,Onduline,64
715,6,MP1,wm,S6-MP1-16,Marked,1/03/2020,f5,Pitfall,57
716,6,MP1,op,,Observed,1/03/2020,e4,Onduline,
717,6,MP1,wm,S6-MP1-3,Marked,1/03/2020,e1,Pitfall,58
718,6,MP1,op,MP1-0030,Marked,1/03/2020,a1,Pitfall,
719,6,MP1,op,MP1-0005,Marked,1/03/2020,e5,Pitfall,54
720,6,WP3,wm,S6-WP3-27,Marked,1/03/2020,e2,Pitfall,68
721,6,WP3,op,,Observed,1/03/2020,d2,Pitfall,
722,6,WP3,op,WP3- 00(34)0,Marked,1/03/2020,d2,Pitfall,61
723,6,WP3,op,WP3-303(34),Marked,1/03/2020,d2,Pitfall,66
724,6,MP2,wm,S6-MP2-13,Marked,2/03/2020,e5,Pitfall,64
725,6,MP2,wm,S6-MP2-8,Marked,2/03/2020,f5,Pitfall,65
726,6,MP2,op,MP2-5520,Marked,2/03/2020,b6,Pitfall,54
727,6,MP1,wm,S6-MP1-23,Marked,2/03/2020,d5,Pitfall,55
728,6,MP1,wm,S6-MP1-17,Marked,2/03/2020,d4,Pitfall,64
729,6,MP1,wm,S6-MP1-24,Marked,2/03/2020,c1,Pitfall,59
730,6,MP1,op,,Observed,2/03/2020,c1,Pitfall,
731,6,MP1,op,MP1-0005,Marked,2/03/2020,d5,Pitfall,
732,6,MP1,op,MP1-0100,Marked,2/03/2020,c1,Pitfall,53
733,6,WP2,wm,S6-WP2-13,Marked,2/03/2020,d5,Onduline,
734,6,WP2,wm,S6-WP2-23,Marked,2/03/2020,e6,Onduline,
735,6,WP2,op,,Observed,2/03/2020,e4,Onduline,
736,6,WP2,wm,S6-WP2-24,Marked,2/03/2020,f5,Onduline,
737,6,MP2,wm,S6-MP2-33,Marked,3/03/2020,a1,Pitfall,67
738,6,MP2,wm,S6-MP2-34,Marked,3/03/2020,c5,Pitfall,62
739,6,MP2,op,MP2-0520,Marked,3/03/2020,b6,Pitfall,68
740,6,MP2,op,MP2-5510,Marked,3/03/2020,a6,Pitfall,59
741,6,MP1,wm,S6-MP1-25,Marked,3/03/2020,b2,Pitfall,65
742,6,MP1,wm,S6-MP1-17,Marked,3/03/2020,e4,Pitfall,
743,6,MP1,wm,S6-MP1-24,Marked,3/03/2020,e2,Pitfall,
744,6,WP2,wm,S6-WP2-29,Marked,3/03/2020,d5,Pitfall,56
745,6,WP2,wm,,Observed,3/03/2020,e6,Onduline,
746,6,WP2,wm,S6-WP2-19,Marked,3/03/2020,e6,Pitfall,
747,6,WP3,wm,S6-WP3-17,Marked,3/03/2020,e5,Onduline,
748,6,WP3,op,,Observed,3/03/2020,e3,Onduline,
749,6,WP3,wm,S6-WP3-30,Marked,3/03/2020,b6,Pitfall,54
750,6,WP3,wm,S6-WP3-31,Marked,3/03/2020,b6,Pitfall,60
751,6,WP3,wm,S6-WP3-32,Marked,3/03/2020,f1,Pitfall,65
752,6,WP3,op,WP3-500(13),Marked,3/03/2020,b1,Pitfall,63
753,6,MP2,wm,S6-MP2-25,Marked,4/03/2020,c4,Pitfall,50
754,6,MP2,wm,S6-MP2-26,Marked,4/03/2020,b6,Pitfall,66
755,6,MP2,wm,S6-MP2-6,Marked,4/03/2020,f6,Onduline,
756,6,MP2,wm,S6-MP2-27,Marked,4/03/2020,d2,Pitfall,58
757,6,MP2,op,MP2-5520,Marked,4/03/2020,b2,Pitfall,59
758,6,MP1,wm,S6-MP1-17,Marked,4/03/2020,b4,Pitfall,
759,6,MP1,wm,S6-MP1-3,Marked,4/03/2020,d1,Onduline,
760,6,MP1,wm,,Observed,4/03/2020,a1,Onduline,
761,6,WP2,wm,S6-WP2-36,Marked,4/03/2020,e5,Pitfall,60
762,6,WP2,wm,,Observed,4/03/2020,e5,Onduline,
763,6,WP3,wm,S6-WP3-33,Marked,4/03/2020,c1,Onduline,69
764,6,WP3,wm,S6-WP3-34,Marked,4/03/2020,b1,Onduline,45
765,6,WP3,wm,S6-WP3-17,Marked,4/03/2020,d5,Onduline,
766,6,WP3,wm,S6-WP3-35,Marked,4/03/2020,a2,Pitfall,61
767,6,WP3,op,WP3-000(12),Marked,4/03/2020,e4,Pitfall,61
768,6,WP3,op,WP3-0023,Marked,4/03/2020,a1,Pitfall,67
769,6,MP2,wm,S6-MP2-- -,Marked,5/03/2020,b2,Pitfall,
770,6,MP2,op,,Observed,5/03/2020,f1,Onduline,
771,6,MP1,wm,S6-MP1-17,Marked,5/03/2020,b1,Pitfall,
772,6,WP2,wm,S6-WP2-38,Marked,5/03/2020,f3,Onduline,70
773,6,WP2,wm,S6-WP2-39,Marked,5/03/2020,f3,Pitfall,69
774,6,WP2,wm,,Observed,5/03/2020,b2,Onduline,
775,6,WP2,wm,,Observed,5/03/2020,b6,Onduline,
776,6,WP3,wm,S6-WP3-20,Marked,5/03/2020,a2,Pitfall,
777,6,WP3,wm,S6-WP3-37,Marked,5/03/2020,b5,Onduline,64
778,6,WP3,op,WP3-000(12),Marked,5/03/2020,e5,Pitfall,
779,6,WP3,op,WP3-5530,Marked,5/03/2020,b1,Pitfall,60
780,7,MP2,wm,S7-MP2-1,Marked,29/11/2020,,,65
781,7,MP2,wm,S7-MP2-2,Marked,29/11/2020,c3,Pitfall,65
782,7,MP2,wm,S7-MP2-3,Marked,29/11/2020,b4,Pitfall,56
783,7,MP2,wm,S7-MP2-4,Marked,29/11/2020,b5,Pitfall,58
784,7,MP2,op,,Observed,29/11/2020,,Onduline,
785,7,MP2,wm,S7-MP2-5,Marked,29/11/2020,a3,Pitfall,65
786,7,MP2,wm,,Observed,29/11/2020,b6,Onduline,
787,7,MP2,wm,S7-MP2-6,Marked,29/11/2020,b6,Pitfall,44
788,7,MP2,wm,S7-MP2-7,Marked,29/11/2020,a5,Pitfall,68
789,7,MP2,wm,S7-MP2-8,Marked,29/11/2020,a6,Pitfall,59
790,7,MP2,wm,S7-MP2-9,Marked,29/11/2020,c4,Pitfall,51
791,7,MP2,wm,S7-MP2-10,Marked,29/11/2020,c6,Pitfall,60
792,7,MP2,wm,S7-MP2-11,Marked,29/11/2020,d6,Pitfall,63
793,7,MP2,wm,S7-MP2-12,Marked,29/11/2020,d6,Pitfall,70
794,7,MP2,op,,Observed,29/11/2020,e6,Onduline,
795,7,MP2,wm,S7-MP2-13,Marked,29/11/2020,e5,Pitfall,59
796,7,MP2,wm,S7-MP2-14,Marked,29/11/2020,f5,Pitfall,59
797,7,MP2,wm,S7-MP2-15,Marked,29/11/2020,f5,Pitfall,63
798,7,MP2,wm,S7-MP2-16,Marked,29/11/2020,e5,Pitfall,66
799,7,MP2,wm,S7-MP2-17,Marked,29/11/2020,e5,Pitfall,46
800,7,MP2,wm,S7-MP2-18,Marked,29/11/2020,f4,Pitfall,70
801,7,MP2,wm,S7-MP2-19,Marked,29/11/2020,e5,Pitfall,57
802,7,MP2,wm,S7-MP2-20,Marked,29/11/2020,f3,Pitfall,70
803,7,MP2,wm,S7-MP2-21,Marked,29/11/2020,e4,Pitfall,60
804,7,MP2,wm,S7-MP2-22,Marked,29/11/2020,e3,Pitfall,58
805,7,MP2,wm,S7-MP2-23,Marked,29/11/2020,f2,Pitfall,63
806,7,MP2,wm,S7-MP2-24,Marked,29/11/2020,e1,Pitfall,70
807,7,MP1,wm,,Observed,29/11/2020,a1,Onduline,
808,7,MP1,wm,S7-MP1-2,Marked,29/11/2020,b2,Pitfall,59
809,7,MP1,wm,S7-MP1-3,Marked,29/11/2020,,,69
810,7,MP1,wm,S7-MP1-4,Marked,29/11/2020,c5,Pitfall,64
811,7,MP1,wm,S7-MP1-5,Marked,29/11/2020,,,62
812,7,MP1,wm,S7-MP1-6,Marked,29/11/2020,a1,Pitfall,65
813,7,WP2,wm,S7-WP2-3,Marked ,29/11/2020,f2,Onduline,64
814,7,WP2,wm,,Observed,29/11/2020,e2,Onduline,
815,7,WP2,wm,S7-WP2-4,Marked ,29/11/2020,c5,Onduline,56
816,7,WP2,wm,S7-WP2-5,Marked ,29/11/2020,c5,Pitfall,46
817,7,WP2,wm,S7-WP2-. .,Marked ,29/11/2020,c5,Pitfall,53
818,7,WP2,wm,S7-WP2-6,Marked ,29/11/2020,a6,Onduline,67
819,7,WP2,wm,,Observed,29/11/2020,a6,Onduline,
820,7,WP2,op,,Observed,29/11/2020,a5,Onduline,
821,7,WP2,wm,S7-WP2-7,Marked ,29/11/2020,c6,Pitfall,60
822,7,WP2,op,,Observed,29/11/2020,f2,Onduline,
823,7,WP2,wm,S7-WP2-1,Marked ,29/11/2020,e1,Pitfall,65
824,7,WP2,op,,Observed,29/11/2020,c3,Pitfall,48
825,7,WP2,wm,S7-WP2-2,Marked ,29/11/2020,f1,Pitfall,60
826,7,WP3,wm,S7-WP3-1,Marked,29/11/2020,e4,Pitfall,63
827,7,WP3,wm,S7-WP3-. .,Marked,29/11/2020,d5,Pitfall,41
828,7,MP2,wm,S7-MP2-25,Marked,30/11/2020,e5,Pitfall,56
829,7,MP2,op,,Observed,30/11/2020,e6,Onduline,54
830,7,MP2,wm,S7-MP2-3,Marked,30/11/2020,d3,Pitfall,56
831,7,MP2,wm,S7-MP2-15,Marked,30/11/2020,f5,Pitfall,63
832,7,MP2,wm,S7-MP2-22,Marked,30/11/2020,e5,Pitfall,58
833,7,MP2,wm,S7-MP2-12,Marked,30/11/2020,e5,Pitfall,70
834,7,MP2,op,MP2-(23)300,Marked,30/11/2020,f2,Pitfall,40
835,7,MP1,op,MP1-3(13)00,Marked,30/11/2020,b1,Pitfall,53
836,7,WP2,wm,S7-WP2-8,Marked ,30/11/2020,b6,Onduline,43
837,7,WP2,wm,S7-WP2-.,Marked ,30/11/2020,a2,Onduline,36
838,7,WP2,op,,Observed,30/11/2020,d2,Onduline,
839,7,WP2,wm,,Observed,30/11/2020,d5,Onduline,
840,7,WP2,wm,S7-WP2-2,Marked ,30/11/2020,f1,Onduline,60
841,7,WP2,wm,S7-WP2-. . .,Marked ,30/11/2020,f3,Onduline,34
842,7,WP2,op,,Observed,30/11/2020,e3,Onduline,
843,7,WP2,op,WP2-(23)200,Marked,30/11/2020,e1,Pitfall,69
844,7,WP2,op,WP2-(23)300,Marked,30/11/2020,f3,Onduline,62
845,7,WP3,wm,S7-WP3-2,Marked,30/11/2020,f4,Pitfall,60
846,7,WP3,wm,S7-WP3-3,Marked,30/11/2020,b4,Pitfall,62
847,7,WP3,wm,S7-WP3-4,Marked,30/11/2020,b4,Pitfall,66
848,7,WP3,wm,S7-WP3-5,Marked,30/11/2020,a5,Pitfall,59
849,7,WP3,op,WP3-(23)200,Marked,30/11/2020,c1,Pitfall,55
850,7,WP3,op,WP3-(23)300,Marked,30/11/2020,a4,Pitfall,50
851,3,RE1,op,RE1-0040a,Marked,5/04/2018,a3,Pitfall,52
852,7,MP2,op,,Observed,1/12/2020,f2,Onduline,
853,3,RE1,op,RE1-(25)000,Marked,5/04/2018,a3,Pitfall,59
854,7,MP2,op,,Observed,1/12/2020,e5,Onduline,
855,3,RE1,op,RE1-0522,Marked,5/04/2018,b3,Onduline,39
856,7,MP2,op,,Observed,1/12/2020,a2,Onduline,
857,3,RE1,op,RE1-00(15)0,Marked,5/04/2018,d5,Onduline,40
858,7,MP2,op,,Observed,1/12/2020,a6,Onduline,
859,3,RE1,op,RE1-0424,Marked,10/04/2018,d4,Onduline,39
860,7,MP2,op,,Observed,1/12/2020,d4,Onduline,
861,3,RE1,op,RE1-0345,Marked,13/04/2018,a1,Onduline,37
862,7,MP2,wm,S7-MP2-26,Marked,1/12/2020,a3,Pitfall,52
863,3,RE1,op,RE1-0344,Marked,13/04/2018,e5,Onduline,39
864,7,MP2,wm,S7-MP2-27,Marked,1/12/2020,c6,Pitfall,66
865,3,RE1,op,RE1-0344,Marked,14/04/2018,e5,Onduline,
866,7,MP2,wm,S7-MP2-28,Marked,1/12/2020,c5,Pitfall,44
867,3,RE2,op,RE2-0025,Marked,6/04/2018,d4,Onduline,66
868,7,MP2,wm,S7-MP2-29,Marked,1/12/2020,b3,Pitfall,62
869,3,RE2,wm,S3-RE2-2,Marked,9/04/2018,b2,Onduline,68
870,7,MP2,wm,S7-MP2-2,Marked,1/12/2020,b3,Pitfall,65
871,3,RE2,oa,RE2-0430,Marked,9/04/2018,f3,Pitfall,52
872,7,MP2,wm,S7-MP2-4,Marked,1/12/2020,c6,Pitfall,58
873,3,RE2,op,RE2-0455a,Marked,10/04/2018,a5,Onduline,49
874,7,MP2,wm,S7-MP2-12,Marked,1/12/2020,,,70
875,3,RE2,op,RE2-0454,Marked,10/04/2018,b5,Onduline,40
876,7,MP2,op,MP2-0004,Marked,1/12/2020,f5,Onduline,60
877,3,RE2,op,RE2-0454,Marked,11/04/2018,b5,Onduline,
878,7,MP2,op,MP2-0(23)00,Marked,1/12/2020,b1,Pitfall,40
879,3,RE2,op,RE2-0453,Marked,10/04/2018,d5,Onduline,37
880,7,MP2,op,MP2-0020,Marked,1/12/2020,a1,Pitfall,70
881,3,RE2,op,RE2-0453,Marked,11/04/2018,d6,Onduline,
882,7,MP2,op,MP2-(23)005,Marked,1/12/2020,c1,Pitfall,55
883,3,RE2,op,RE2-0452m,Marked,10/04/2018,f5,Onduline,54
884,7,MP2,op,MP2-(23)200,Marked,1/12/2020,b1,Pitfall,57
885,3,RE2,op,RE2-0452m,Marked,11/04/2018,e5,Onduline,
886,7,MP1,op,MP1-(23)002,Marked,1/12/2020,a2,Pitfall,46
887,3,RE2,op,RE2-0445p,Marked,10/04/2018,f4,Onduline,49
888,7,WP2,op,WP2-(34)400,Marked,1/12/2020,a5,Pitfall,67
889,3,RE2,op,RE2-0443,Marked,10/04/2018,f4,Onduline,54
890,7,WP3,wm,S7-WP3-6,Marked,1/12/2020,d5,Onduline,56
891,3,RE2,op,RE2-0443,Marked,11/04/2018,f3,Onduline,
892,7,WP3,wm,,Observed,1/12/2020,e5,Onduline,
893,3,RE2,op,RE2-0025,Marked,10/04/2018,d6,Onduline,65
894,7,MP2,op,,Observed,2/12/2020,d6,Onduline,
895,3,RE2,op,RE2-0025,Marked,11/04/2018,d6,Onduline,
896,7,MP2,wm,S7-MP2-2,Marked,2/12/2020,d3,Pitfall,65
897,3,RE2,op,RE2-0442,Marked,10/04/2018,d4,Onduline,50
898,7,MP2,wm,S7-MP2-20,Marked,2/12/2020,f4,Onduline,70
899,3,RE2,op,RE2-0442,Marked,11/04/2018,c4,Onduline,
900,7,MP2,wm,S7-MP2-12,Marked,2/12/2020,d4,Pitfall,70
901,3,RE2,op,RE2-0442,Marked,14/04/2018,a4,Onduline,
902,7,MP2,op,MP2-(23)200,Marked,2/12/2020,c2,Pitfall,57
903,3,RE2,op,RE2-0442,Marked,16/04/2018,c4,Onduline,
904,7,MP2,op,MP2-(23)300,Marked,2/12/2020,c4,Pitfall,60
905,3,RE2,op,RE2-5501,Marked,10/04/2018,d4,Onduline,49
906,7,MP1,op,MP1-(23)003,Marked,2/12/2020,b2,Pitfall,53
907,3,RE2,op,RE2-5501,Marked,13/04/2018,d5,Onduline,
908,7,WP2,op,,Observed,2/12/2020,b2,Pitfall,
909,3,RE2,op,RE2-5501,Marked,16/04/2018,b3,Onduline,
910,7,WP2,op,,Observed,2/12/2020,d2,Onduline,
911,3,RE2,op,RE2-(12)010,Marked,10/04/2018,c4,Onduline,60
912,7,WP2,op,,Observed,2/12/2020,a4,Onduline,
913,3,RE2,op,RE2-(12)010,Marked,11/04/2018,a4,Onduline,
914,7,WP2,op,,Observed,2/12/2020,d4,Onduline,
915,3,RE2,op,RE2-(12)010,Marked,12/04/2018,a4,Onduline,
916,7,WP2,op,WP2-0051,Marked,2/12/2020,f2,Pitfall,64
917,3,RE2,op,RE2-(12)010,Marked,14/04/2018,c4,Onduline,
918,7,WP3,wm,S7-WP3-7,Marked,2/12/2020,a5,Pitfall,64
919,3,RE2,op,RE2-0020,Marked,10/04/2018,b3,Onduline,58
920,7,WP3,op,WP3-(23)200,Marked,2/12/2020,a1,Pitfall,64
921,3,RE2,op,RE2-0435,Marked,10/04/2018,c3,Onduline,51
922,7,MP2,wm,S7-MP2-30,Marked,3/12/2020,d6,Pitfall,61
923,3,RE2,op,RE2-0434f,Marked,10/04/2018,e3,Onduline,65
924,7,MP2,op,,Observed,3/12/2020,b2,Pitfall,
925,3,RE2,op,RE2-0434f,Marked,15/04/2018,c3,Onduline,
926,7,MP2,wm,S7-MP2-2,Marked,3/12/2020,b3,Pitfall,65
927,3,RE2,op,RE2-0434f,Marked,16/04/2018,e3,Onduline,
928,7,MP2,wm,S7-MP2-6,Marked,3/12/2020,b5,,44
929,3,RE2,op,RE2-0220,Marked,10/04/2018,e3,Onduline,59
930,7,MP2,wm,S7-MP2-9,Marked,3/12/2020,c5,,51
931,3,RE2,op,RE2-0220,Marked,13/04/2018,e5,Onduline,
932,7,MP2,wm,S7-MP2-10,Marked,3/12/2020,c6,,60
933,3,RE2,op,RE2-00(34)5,Marked,10/04/2018,e3,Onduline,59
934,7,MP2,wm,S7-MP2-15,Marked,3/12/2020,f5,,63
935,3,RE2,op,RE2-00(34)5,Marked,13/04/2018,e4,Onduline,
936,7,MP2,op,MP2-(34)000,Marked,3/12/2020,b1,Pitfall,48
937,3,RE2,op,RE2-0034,Marked,10/04/2018,f3,Onduline,60
938,7,MP2,op,MP2-(34)200,Marked,3/12/2020,e6,Pitfall,45
939,3,RE2,op,RE2-0433,Marked,10/04/2018,f2,Onduline,56
940,7,MP2,op,MP2-(34)300,Marked,3/12/2020,c3,Pitfall,64
941,3,RE2,op,RE2-0432,Marked,10/04/2018,c2,Onduline,60
942,7,MP2,op,MP2-(34)400,Marked,3/12/2020,a1,Pitfall,47
943,3,RE2,op,RE2-0432,Marked,11/04/2018,b1,Onduline,
944,7,MP2,op,MP2-5102,Marked,3/12/2020,b6,Pitfall,60
945,3,RE2,op,RE2-0431,Marked,10/04/2018,b2,Onduline,56
946,7,MP1,wm,S7-MP1-7,Marked,3/12/2020,b1,Pitfall,67
947,3,RE2,op,RE2-0431,Marked,16/04/2018,a2,Onduline,
948,7,MP1,op,MP1-(34)300,Marked,3/12/2020,c5,Pitfall,50
949,3,RE2,op,RE2-0103,Marked,10/04/2018,c1,Onduline,52
950,7,WP2,op,,Observed,3/12/2020,b6,Onduline,
951,3,RE2,op,RE2-0425a,Marked,10/04/2018,d1,Onduline,52
952,7,WP2,wm,S7-WP2-9,Marked ,3/12/2020,b2,Pitfall,60
953,3,RE2,op,RE2-0423,Marked,11/04/2018,b6,Onduline,55
954,7,WP2,wm,S7-WP2-10,Marked ,3/12/2020,d5,Onduline,53
955,3,RE2,op,RE2-0422,Marked,11/04/2018,e3,Onduline,39
956,7,WP2,wm,,Observed,3/12/2020,d6,Onduline,
957,3,RE2,op,RE2-0422,Marked,12/04/2018,e3,Onduline,
958,7,WP2,wm,,Observed,3/12/2020,e5,Onduline,
959,3,RE2,op,RE2-0422,Marked,13/04/2018,f4,Onduline,
960,7,WP2,wm,S7-WP2-11,Marked ,3/12/2020,f3,Onduline,35
961,3,RE2,op,RE2-0434f,Marked,11/04/2018,d3,Onduline,63
962,7,WP2,op,WP2-(23)020,Marked,3/12/2020,a4,Pitfall,47
963,3,RE2,op,RE2-0355,Marked,11/04/2018,f2,Onduline,41
964,7,WP2,op,WP2-(23)030,Marked,3/12/2020,b5,Pitfall,51
965,3,RE2,op,RE2-0355,Marked,13/04/2018,e2,Onduline,
966,7,WP2,op,WP2-(23)040,Marked,3/12/2020,c5,Pitfall,62
967,3,RE2,op,RE2-40(34)0,Marked,12/04/2018,f4,Onduline,60
968,7,WP2,op,WP2-(23)400,Marked,3/12/2020,f4,Pitfall,59
969,3,RE2,op,RE2-0405,Marked,12/04/2018,f3,Onduline,50
970,7,WP3,wm,S7-WP3-3,Marked,3/12/2020,a5,Pitfall,62
971,3,RE2,op,RE2-0405,Marked,13/04/2018,e3,Onduline,
972,7,WP3,wm,S7-WP3-8,Marked,3/12/2020,e4,Pitfall,65
973,3,RE2,op,RE2-0(12345)00,Marked,13/04/2018,f6,Onduline,67
974,7,WP3,wm,S7-WP3-9,Marked,3/12/2020,b3,Pitfall,64
975,3,RE2,op,RE2-0354,Marked,13/04/2018,a4,Onduline,50
976,7,WP3,wm,S7-WP3-10,Marked,3/12/2020,b3,Pitfall,67
977,3,RE2,op,RE2-0354,Marked,15/04/2018,a3,Onduline,
978,7,WP3,wm,S7-WP3-11,Marked,3/12/2020,e3,Pitfall,62
979,3,RE2,op,RE2-0354,Marked,16/04/2018,a4,Pitfall,
980,7,WP3,wm,S7-WP3-12,Marked,3/12/2020,d3,Pitfall,67
981,3,RE2,op,RE2-0353,Marked,13/04/2018,c4,Onduline,54
982,8,MP2,wm,S8-MP2-1,Marked,23/03/2021,a1,Pitfall,64
983,3,RE2,op,RE2-0352,Marked,13/04/2018,f2,Onduline,39
984,8,MP2,wm,S8-MP2-2,Marked,23/03/2021,b1,Pitfall,70
985,3,RE2,op,RE2-5010,Marked,13/04/2018,b1,Onduline,67
986,8,MP2,wm,S8-MP2-3,Marked,23/03/2021,a3,Pitfall,69
987,3,RE2,op,RE2-0104,Marked,13/04/2018,e1,Onduline,68
988,8,MP2,wm,S8-MP2-- -,Marked,23/03/2021,a6,Pitfall,55
989,3,RE2,op,RE2-0104,Marked,16/04/2018,f1,Onduline,
990,8,MP2,wm,S8-MP2-4,Marked,23/03/2021,b5,Pitfall,64
991,3,RE2,op,RE2-0500m,Marked,14/04/2018,f2,Pitfall,55
992,8,MP2,wm,S8-MP2-5,Marked,23/03/2021,b6,Pitfall,67
993,3,RE2,op,RE2-0500m,Marked,16/04/2018,e2,Onduline,
994,8,MP2,op,MP2-5143,Marked,23/03/2021,,Pitfall,63
995,3,RE2,op,RE2-0343,Marked,14/04/2018,,Pitfall,39
996,8,MP1,wm,S8-MP1-1,Marked,23/03/2021,e3,Pitfall,64
997,3,RE2,oa,RE2-0342,Marked,14/04/2018,,Pitfall,54
998,8,MP1,wm,S8-MP1-2,Marked,23/03/2021,d2,Pitfall,63
999,3,RE2,op,RE2-40(34)5,Marked,16/04/2018,b6,Pitfall,60
1000,8,MP1,wm,S8-MP1-3,Marked,23/03/2021,d1,Pitfall,67
1001,3,RE2,op,RE2-020(234),Marked,16/04/2018,b6,Pitfall,56
1002,8,WP2,wm,,Observed,23/03/2021,b6,Onduline,
1003,3,RE2,op,RE2-0302,Marked,16/04/2018,b6,Pitfall,59
1004,8,WP2,wm,,Observed,23/03/2021,b6,Pitfall,
1005,3,RE2,op,RE2-0335m,Marked,16/04/2018,a4,Pitfall,51
1006,8,WP2,wm,,Observed,23/03/2021,b6,Pitfall,
1007,3,RE2,op,RE2-0334,Marked,16/04/2018,a4,Onduline,39
1008,8,WP2,wm,S8-WP2-1,Marked,23/03/2021,b6,Pitfall,66
1009,3,RE2,op,RE2-003(45),Marked,16/04/2018,f3,Onduline,58
1010,8,WP2,wm,S8-WP2-2,Marked,23/03/2021,a3,Pitfall,59
1011,3,RE2,oa,RE2-0(23)05,Marked,16/04/2018,f3,Pitfall,47
1012,8,WP2,wm,S8-WP2-3,Marked,23/03/2021,c1,Pitfall,71
1013,3,RE2,op,RE2-0304,Marked,16/04/2018,a1,Onduline,55
1014,8,WP2,wm,S8-WP2-4,Marked,23/03/2021,d1,Pitfall,58
1015,3,RE2,oa,RE2-0511,Marked,16/04/2018,e1,Pitfall,56
1016,8,WP2,wm,S8-WP2-5,Marked,23/03/2021,e1,Pitfall,69
1017,8,WP2,op,,Observed,23/03/2021,c3,Pitfall,59
1018,8,WP2,wm,S8-WP2-7,Marked,23/03/2021,e3,Pitfall,55
1019,8,WP2,wm,S8-WP2-8,Marked,23/03/2021,d6,Pitfall,68
1020,8,WP2,wm,,Observed,23/03/2021,d6,Onduline,
1021,8,WP2,wm,S8-WP2-9,Marked,23/03/2021,e4,Pitfall,68
1022,8,WP2,wm,S8-WP2-10,Marked,23/03/2021,c6,Pitfall,63
1023,8,WP2,wm,,Observed,23/03/2021,e5,Pitfall,
1024,8,WP2,wm,S8-WP2-- -,Marked,23/03/2021,e5,Pitfall,43
1025,8,WP2,wm,,Observed,23/03/2021,e5,Pitfall,
1026,8,WP2,wm,S8-WP2-12,Marked,23/03/2021,e5,Pitfall,58
1027,8,WP3,op,,Observed,23/03/2021,b4,Pitfall,
1028,8,WP3,wm,S8-WP3-1,Marked,23/03/2021,b4,Pitfall,58
1029,8,WP3,wm,S8-WP3-3,Marked,23/03/2021,c4,Pitfall,63
1030,8,WP3,wm,S8-WP3-- -,Marked,23/03/2021,c4,Pitfall,49
1031,8,WP3,wm,S8-WP3-2,Marked,23/03/2021,c4,Pitfall,60
1032,8,WP3,wm,S8-WP3-4,Marked,23/03/2021,c4,Pitfall,51
1033,8,WP3,wm,,Observed,23/03/2021,c4,Pitfall,
1034,8,WP3,wm,,Observed,23/03/2021,c4,Pitfall,
1035,8,WP3,wm,,Observed,23/03/2021,b6,Onduline,
1036,8,WP3,wm,S8-WP3-5,Marked,23/03/2021,c5,Pitfall,59
1037,8,MP2,wm,S8-MP2-6,Marked,24/03/2021,a5,Onduline,65
1038,8,MP2,wm,S8-MP2-7,Marked,24/03/2021,c6,Onduline,56
1039,8,MP2,wm,,Observed,24/03/2021,e1,Onduline,
1040,8,MP2,wm,S8-MP2-(8) * *,Marked,24/03/2021,e1,Pitfall,48
1041,8,MP2,wm,S8-MP2-10,Marked,24/03/2021,e1,Pitfall,74
1042,8,MP2,wm,S8-MP2-11,Marked,24/03/2021,e1,Pitfall,70
1043,8,MP2,wm,S8-MP2-9,Marked,24/03/2021,e6,Pitfall,70
1044,8,MP2,wm,S8-MP2-12,Marked,24/03/2021,e5,Pitfall,66
1045,8,MP2,op,,Dead,24/03/2021,e4,Onduline,
1046,8,MP2,op,MP2-0(23)30,Marked,24/03/2021,b3,Pitfall,57
1047,8,MP2,op,MP2-020(35),Marked,24/03/2021,b5,Pitfall,49
1048,8,MP2,op,MP2-00(35)0,Marked,24/03/2021,b3,Pitfall,66
1049,8,MP2,op,MP2-4(35)00,Marked,24/03/2021,a4,Pitfall,57
1050,8,MP2,op,MP2-4300,Marked,24/03/2021,c2,Pitfall,64
1051,8,MP2,op,MP2-5102,Marked,24/03/2021,a5,Pitfall,65
1052,8,MP1,wm,S8-MP1-2,Marked,24/03/2021,d1,Onduline,63
