"","uID","Season","Grid","Species","ID","Capture_type","Date_capture","Station","Trap_type","SVL_mm","Site","inundated","BA","Season.centred"
"614",614,2018.0602739726,"RE2","op","RE2-4(15)05","Marked","10/01/2018","b4","Onduline",64,"RE",0,0,-2.85502657384541
"622",622,2018.0602739726,"RE2","op","RE2-0102","Marked","11/01/2018","d6","Onduline",50,"RE",0,0,-2.85502657384541
"624",624,2018.0602739726,"RE2","op","RE2-0104","Marked","11/01/2018","e1","Onduline",65,"RE",0,0,-2.85502657384541
"626",626,2018.0602739726,"RE2","op","RE2-1002m","Marked","14/01/2018","e5","Pitfall",41,"RE",0,0,-2.85502657384541
"630",630,2018.0602739726,"RE2","op","RE2-40(34)5","Marked","14/01/2018","f6","Pitfall",57.5,"RE",0,0,-2.85502657384541
"632",632,2018.0602739726,"RE2","op","RE2-1003","Marked","14/01/2018","e2","Pitfall",47,"RE",0,0,-2.85502657384541
"647",647,2020.16666666667,"MP2","wm","S6-MP2-5","Marked","29/02/2020","d1","Pitfall",68,"MP",0,0,-0.748633879781437
"648",648,2020.16666666667,"MP2","wm","S6-MP2-7","Marked","29/02/2020","b3","Pitfall",66,"MP",0,0,-0.748633879781437
"649",649,2020.16666666667,"MP2","wm","S6-MP2-6","Marked","29/02/2020","d2","Pitfall",69,"MP",0,0,-0.748633879781437
"650",650,2020.16666666667,"MP2","wm","S6-MP2-8","Marked","29/02/2020","f6","Pitfall",65,"MP",0,0,-0.748633879781437
"651",651,2020.16666666667,"MP2","wm","S6-MP2-9","Marked","29/02/2020","f6","Pitfall",67,"MP",0,0,-0.748633879781437
"652",652,2020.16666666667,"MP2","wm","S6-MP2-10","Marked","29/02/2020","b6","Onduline",46,"MP",0,0,-0.748633879781437
"653",653,2020.16666666667,"MP2","wm","S6-MP2-12","Marked","29/02/2020","b6","Pitfall",68,"MP",0,0,-0.748633879781437
"654",654,2020.16666666667,"MP2","wm","S6-MP2-11","Marked","29/02/2020","f4","Onduline",50,"MP",0,0,-0.748633879781437
"655",655,2020.16666666667,"MP2","wm","S6-MP2-13","Marked","29/02/2020","f3","Onduline",66,"MP",0,0,-0.748633879781437
"656",656,2020.16666666667,"MP2","wm","S6-MP2-14","Marked","29/02/2020","e1","Pitfall",33,"MP",0,0,-0.748633879781437
"657",657,2020.16666666667,"MP2","wm","S6-MP2-15","Marked","29/02/2020","e1","Pitfall",34,"MP",0,0,-0.748633879781437
"659",659,2020.16666666667,"MP2","wm","S6-MP2-- -","Marked","29/02/2020","c4","Onduline",45,"MP",0,0,-0.748633879781437
"660",660,2020.16666666667,"MP1","wm","S6-MP1-1","Marked","29/02/2020","b6","Pitfall",64,"MP",1,0,-0.748633879781437
"662",662,2020.16666666667,"MP1","wm","S6-MP1-2","Marked","29/02/2020","f3","Onduline",60,"MP",1,0,-0.748633879781437
"663",663,2020.16666666667,"MP1","wm","S6-MP1-3","Marked","29/02/2020","e1","Pitfall",58,"MP",1,0,-0.748633879781437
"664",664,2020.16666666667,"MP1","wm","S6-MP1-4","Marked","29/02/2020","f1","Pitfall",64,"MP",1,0,-0.748633879781437
"665",665,2020.16666666667,"MP1","wm","S6-MP1-2","Marked","29/02/2020","f2","Onduline",60,"MP",1,0,-0.748633879781437
"666",666,2020.16666666667,"MP1","op","MP1-2002","Marked","29/02/2020","e2","Onduline",52,"MP",1,0,-0.748633879781437
"667",667,2020.16666666667,"WP2","wm","S6-WP2-16","Marked","29/02/2020","a6","Onduline",63,"WP",0,0,-0.748633879781437
"668",668,2020.16666666667,"WP2","wm","S6-WP2-17","Marked","29/02/2020","b6","Onduline",45,"WP",0,0,-0.748633879781437
"673",673,2020.16666666667,"WP2","wm","S6-WP2-18","Marked","29/02/2020","c2","Pitfall",67,"WP",0,0,-0.748633879781437
"674",674,2020.16666666667,"WP2","wm","S6-WP2-19","Marked","29/02/2020","d4","Pitfall",66,"WP",0,0,-0.748633879781437
"675",675,2020.16666666667,"WP3","wm","S6-WP3-1","Marked","29/02/2020","b2","Pitfall",66,"WP",1,0,-0.748633879781437
"676",676,2020.16666666667,"WP3","wm","S6-WP3-2","Marked","29/02/2020","a2","Pitfall",60,"WP",1,0,-0.748633879781437
"677",677,2020.16666666667,"WP3","wm","S6-WP3-3","Marked","29/02/2020","a3","Pitfall",45,"WP",1,0,-0.748633879781437
"678",678,2020.16666666667,"WP3","wm","S6-WP3-4","Marked","29/02/2020","a4","Pitfall",64,"WP",1,0,-0.748633879781437
"679",679,2020.16666666667,"WP3","wm","S6-WP3-5","Marked","29/02/2020","b4","Pitfall",45,"WP",1,0,-0.748633879781437
"680",680,2020.16666666667,"WP3","wm","S6-WP3-6","Marked","29/02/2020","b4","Pitfall",67,"WP",1,0,-0.748633879781437
"682",682,2020.16666666667,"WP3","wm","S6-WP3-7","Marked","29/02/2020","b4","Pitfall",37,"WP",1,0,-0.748633879781437
"683",683,2020.16666666667,"WP3","wm","S6-WP3-8","Marked","29/02/2020","c6","Onduline",55,"WP",1,0,-0.748633879781437
"687",687,2020.16666666667,"WP3","wm","S6-WP3-9","Marked","29/02/2020","c3","Pitfall",58,"WP",1,0,-0.748633879781437
"688",688,2020.16666666667,"WP3","wm","S6-WP3-10","Marked","29/02/2020","c2","Pitfall",58,"WP",1,0,-0.748633879781437
"689",689,2020.16666666667,"WP3","wm","S6-WP3-11","Marked","29/02/2020","f1","Onduline",49,"WP",1,0,-0.748633879781437
"690",690,2020.16666666667,"WP3","wm","S6-WP3-12","Marked","29/02/2020","f1","Pitfall",62,"WP",1,0,-0.748633879781437
"691",691,2020.16666666667,"WP3","wm","S6-WP3-13","Marked","29/02/2020","e3","Pitfall",64,"WP",1,0,-0.748633879781437
"693",693,2020.16666666667,"WP3","wm","S6-WP3-15","Marked","29/02/2020","e5","Pitfall",48,"WP",1,0,-0.748633879781437
"695",695,2020.16666666667,"WP3","wm","S6-WP3-14","Marked","29/02/2020","e5","Pitfall",56,"WP",1,0,-0.748633879781437
"697",697,2020.16666666667,"WP3","wm","S6-WP3-- -","Marked","29/02/2020","d4","Onduline",30,"WP",1,0,-0.748633879781437
"698",698,2020.16666666667,"MP2","wm","S6-MP2-19","Marked","1/03/2020","a3","Pitfall",60,"MP",0,0,-0.748633879781437
"700",700,2020.16666666667,"MP2","wm","S6-MP2-20","Marked","1/03/2020","e5","Pitfall",60,"MP",0,0,-0.748633879781437
"701",701,2020.16666666667,"MP2","wm","S6-MP2-21","Marked","1/03/2020","f4","Pitfall",72,"MP",0,0,-0.748633879781437
"702",702,2020.16666666667,"MP2","wm","S6-MP2-13","Marked","1/03/2020","f3","Onduline",66,"MP",0,0,-0.748633879781437
"706",706,2020.16666666667,"MP2","wm","S6-MP2-28","Marked","1/03/2020","f4","Onduline",55,"MP",0,0,-0.748633879781437
"708",708,2020.16666666667,"MP2","wm","S6-MP2-- - -","Marked","1/03/2020","f1","Pitfall",47,"MP",0,0,-0.748633879781437
"709",709,2020.16666666667,"MP2","op","MP2-00(12)","Marked","1/03/2020","e4","Pitfall",60,"MP",0,0,-0.748633879781437
"710",710,2020.16666666667,"MP2","op","MP2-00(35)0","Marked","1/03/2020","b4","Pitfall",67,"MP",0,0,-0.748633879781437
"711",711,2020.16666666667,"MP2","op","MP2-0300","Marked","1/03/2020","e4","Pitfall",58,"MP",0,0,-0.748633879781437
"712",712,2020.16666666667,"MP2","op","MP2-5020","Marked","1/03/2020","b5","Pitfall",60,"MP",0,0,-0.748633879781437
"713",713,2020.16666666667,"MP2","op","MP2-5030","Marked","1/03/2020","d3","Pitfall",66,"MP",0,0,-0.748633879781437
"714",714,2020.16666666667,"MP1","wm","S6-MP1-17","Marked","1/03/2020","d5","Onduline",64,"MP",1,0,-0.748633879781437
"715",715,2020.16666666667,"MP1","wm","S6-MP1-16","Marked","1/03/2020","f5","Pitfall",57,"MP",1,0,-0.748633879781437
"717",717,2020.16666666667,"MP1","wm","S6-MP1-3","Marked","1/03/2020","e1","Pitfall",58,"MP",1,0,-0.748633879781437
"719",719,2020.16666666667,"MP1","op","MP1-0005","Marked","1/03/2020","e5","Pitfall",54,"MP",1,0,-0.748633879781437
"720",720,2020.16666666667,"WP3","wm","S6-WP3-27","Marked","1/03/2020","e2","Pitfall",68,"WP",1,0,-0.748633879781437
"722",722,2020.16666666667,"WP3","op","WP3- 00(34)0","Marked","1/03/2020","d2","Pitfall",61,"WP",1,0,-0.748633879781437
"723",723,2020.16666666667,"WP3","op","WP3-303(34)","Marked","1/03/2020","d2","Pitfall",66,"WP",1,0,-0.748633879781437
"724",724,2020.16666666667,"MP2","wm","S6-MP2-13","Marked","2/03/2020","e5","Pitfall",64,"MP",0,0,-0.748633879781437
"725",725,2020.16666666667,"MP2","wm","S6-MP2-8","Marked","2/03/2020","f5","Pitfall",65,"MP",0,0,-0.748633879781437
"726",726,2020.16666666667,"MP2","op","MP2-5520","Marked","2/03/2020","b6","Pitfall",54,"MP",0,0,-0.748633879781437
"727",727,2020.16666666667,"MP1","wm","S6-MP1-23","Marked","2/03/2020","d5","Pitfall",55,"MP",1,0,-0.748633879781437
"728",728,2020.16666666667,"MP1","wm","S6-MP1-17","Marked","2/03/2020","d4","Pitfall",64,"MP",1,0,-0.748633879781437
"729",729,2020.16666666667,"MP1","wm","S6-MP1-24","Marked","2/03/2020","c1","Pitfall",59,"MP",1,0,-0.748633879781437
"732",732,2020.16666666667,"MP1","op","MP1-0100","Marked","2/03/2020","c1","Pitfall",53,"MP",1,0,-0.748633879781437
"737",737,2020.16666666667,"MP2","wm","S6-MP2-33","Marked","3/03/2020","a1","Pitfall",67,"MP",0,0,-0.748633879781437
"738",738,2020.16666666667,"MP2","wm","S6-MP2-34","Marked","3/03/2020","c5","Pitfall",62,"MP",0,0,-0.748633879781437
"739",739,2020.16666666667,"MP2","op","MP2-0520","Marked","3/03/2020","b6","Pitfall",68,"MP",0,0,-0.748633879781437
"740",740,2020.16666666667,"MP2","op","MP2-5510","Marked","3/03/2020","a6","Pitfall",59,"MP",0,0,-0.748633879781437
"741",741,2020.16666666667,"MP1","wm","S6-MP1-25","Marked","3/03/2020","b2","Pitfall",65,"MP",1,0,-0.748633879781437
"744",744,2020.16666666667,"WP2","wm","S6-WP2-29","Marked","3/03/2020","d5","Pitfall",56,"WP",0,0,-0.748633879781437
"749",749,2020.16666666667,"WP3","wm","S6-WP3-30","Marked","3/03/2020","b6","Pitfall",54,"WP",1,0,-0.748633879781437
"750",750,2020.16666666667,"WP3","wm","S6-WP3-31","Marked","3/03/2020","b6","Pitfall",60,"WP",1,0,-0.748633879781437
"751",751,2020.16666666667,"WP3","wm","S6-WP3-32","Marked","3/03/2020","f1","Pitfall",65,"WP",1,0,-0.748633879781437
"752",752,2020.16666666667,"WP3","op","WP3-500(13)","Marked","3/03/2020","b1","Pitfall",63,"WP",1,0,-0.748633879781437
"753",753,2020.16666666667,"MP2","wm","S6-MP2-25","Marked","4/03/2020","c4","Pitfall",50,"MP",0,0,-0.748633879781437
"754",754,2020.16666666667,"MP2","wm","S6-MP2-26","Marked","4/03/2020","b6","Pitfall",66,"MP",0,0,-0.748633879781437
"756",756,2020.16666666667,"MP2","wm","S6-MP2-27","Marked","4/03/2020","d2","Pitfall",58,"MP",0,0,-0.748633879781437
"757",757,2020.16666666667,"MP2","op","MP2-5520","Marked","4/03/2020","b2","Pitfall",59,"MP",0,0,-0.748633879781437
"761",761,2020.16666666667,"WP2","wm","S6-WP2-36","Marked","4/03/2020","e5","Pitfall",60,"WP",0,0,-0.748633879781437
"763",763,2020.16666666667,"WP3","wm","S6-WP3-33","Marked","4/03/2020","c1","Onduline",69,"WP",1,0,-0.748633879781437
"764",764,2020.16666666667,"WP3","wm","S6-WP3-34","Marked","4/03/2020","b1","Onduline",45,"WP",1,0,-0.748633879781437
"766",766,2020.16666666667,"WP3","wm","S6-WP3-35","Marked","4/03/2020","a2","Pitfall",61,"WP",1,0,-0.748633879781437
"767",767,2020.16666666667,"WP3","op","WP3-000(12)","Marked","4/03/2020","e4","Pitfall",61,"WP",1,0,-0.748633879781437
"768",768,2020.16666666667,"WP3","op","WP3-0023","Marked","4/03/2020","a1","Pitfall",67,"WP",1,0,-0.748633879781437
"772",772,2020.16666666667,"WP2","wm","S6-WP2-38","Marked","5/03/2020","f3","Onduline",70,"WP",0,0,-0.748633879781437
"773",773,2020.16666666667,"WP2","wm","S6-WP2-39","Marked","5/03/2020","f3","Pitfall",69,"WP",0,0,-0.748633879781437
"777",777,2020.16666666667,"WP3","wm","S6-WP3-37","Marked","5/03/2020","b5","Onduline",64,"WP",1,0,-0.748633879781437
"779",779,2020.16666666667,"WP3","op","WP3-5530","Marked","5/03/2020","b1","Pitfall",60,"WP",1,0,-0.748633879781437
"780",780,2020.91530054645,"MP2","wm","S7-MP2-1","Marked","29/11/2020","","",65,"MP",0,1,0
"781",781,2020.91530054645,"MP2","wm","S7-MP2-2","Marked","29/11/2020","c3","Pitfall",65,"MP",0,1,0
"782",782,2020.91530054645,"MP2","wm","S7-MP2-3","Marked","29/11/2020","b4","Pitfall",56,"MP",0,1,0
"783",783,2020.91530054645,"MP2","wm","S7-MP2-4","Marked","29/11/2020","b5","Pitfall",58,"MP",0,1,0
"785",785,2020.91530054645,"MP2","wm","S7-MP2-5","Marked","29/11/2020","a3","Pitfall",65,"MP",0,1,0
"787",787,2020.91530054645,"MP2","wm","S7-MP2-6","Marked","29/11/2020","b6","Pitfall",44,"MP",0,1,0
"788",788,2020.91530054645,"MP2","wm","S7-MP2-7","Marked","29/11/2020","a5","Pitfall",68,"MP",0,1,0
"789",789,2020.91530054645,"MP2","wm","S7-MP2-8","Marked","29/11/2020","a6","Pitfall",59,"MP",0,1,0
"790",790,2020.91530054645,"MP2","wm","S7-MP2-9","Marked","29/11/2020","c4","Pitfall",51,"MP",0,1,0
"791",791,2020.91530054645,"MP2","wm","S7-MP2-10","Marked","29/11/2020","c6","Pitfall",60,"MP",0,1,0
"792",792,2020.91530054645,"MP2","wm","S7-MP2-11","Marked","29/11/2020","d6","Pitfall",63,"MP",0,1,0
"793",793,2020.91530054645,"MP2","wm","S7-MP2-12","Marked","29/11/2020","d6","Pitfall",70,"MP",0,1,0
"795",795,2020.91530054645,"MP2","wm","S7-MP2-13","Marked","29/11/2020","e5","Pitfall",59,"MP",0,1,0
"796",796,2020.91530054645,"MP2","wm","S7-MP2-14","Marked","29/11/2020","f5","Pitfall",59,"MP",0,1,0
"797",797,2020.91530054645,"MP2","wm","S7-MP2-15","Marked","29/11/2020","f5","Pitfall",63,"MP",0,1,0
"798",798,2020.91530054645,"MP2","wm","S7-MP2-16","Marked","29/11/2020","e5","Pitfall",66,"MP",0,1,0
"799",799,2020.91530054645,"MP2","wm","S7-MP2-17","Marked","29/11/2020","e5","Pitfall",46,"MP",0,1,0
"800",800,2020.91530054645,"MP2","wm","S7-MP2-18","Marked","29/11/2020","f4","Pitfall",70,"MP",0,1,0
"801",801,2020.91530054645,"MP2","wm","S7-MP2-19","Marked","29/11/2020","e5","Pitfall",57,"MP",0,1,0
"802",802,2020.91530054645,"MP2","wm","S7-MP2-20","Marked","29/11/2020","f3","Pitfall",70,"MP",0,1,0
"803",803,2020.91530054645,"MP2","wm","S7-MP2-21","Marked","29/11/2020","e4","Pitfall",60,"MP",0,1,0
"804",804,2020.91530054645,"MP2","wm","S7-MP2-22","Marked","29/11/2020","e3","Pitfall",58,"MP",0,1,0
"805",805,2020.91530054645,"MP2","wm","S7-MP2-23","Marked","29/11/2020","f2","Pitfall",63,"MP",0,1,0
"806",806,2020.91530054645,"MP2","wm","S7-MP2-24","Marked","29/11/2020","e1","Pitfall",70,"MP",0,1,0
"808",808,2020.91530054645,"MP1","wm","S7-MP1-2","Marked","29/11/2020","b2","Pitfall",59,"MP",1,1,0
"809",809,2020.91530054645,"MP1","wm","S7-MP1-3","Marked","29/11/2020","","",69,"MP",1,1,0
"810",810,2020.91530054645,"MP1","wm","S7-MP1-4","Marked","29/11/2020","c5","Pitfall",64,"MP",1,1,0
"811",811,2020.91530054645,"MP1","wm","S7-MP1-5","Marked","29/11/2020","","",62,"MP",1,1,0
"812",812,2020.91530054645,"MP1","wm","S7-MP1-6","Marked","29/11/2020","a1","Pitfall",65,"MP",1,1,0
"813",813,2020.91530054645,"WP2","wm","S7-WP2-3","Marked ","29/11/2020","f2","Onduline",64,"WP",0,1,0
"815",815,2020.91530054645,"WP2","wm","S7-WP2-4","Marked ","29/11/2020","c5","Onduline",56,"WP",0,1,0
"816",816,2020.91530054645,"WP2","wm","S7-WP2-5","Marked ","29/11/2020","c5","Pitfall",46,"WP",0,1,0
"817",817,2020.91530054645,"WP2","wm","S7-WP2-. .","Marked ","29/11/2020","c5","Pitfall",53,"WP",0,1,0
"818",818,2020.91530054645,"WP2","wm","S7-WP2-6","Marked ","29/11/2020","a6","Onduline",67,"WP",0,1,0
"821",821,2020.91530054645,"WP2","wm","S7-WP2-7","Marked ","29/11/2020","c6","Pitfall",60,"WP",0,1,0
"823",823,2020.91530054645,"WP2","wm","S7-WP2-1","Marked ","29/11/2020","e1","Pitfall",65,"WP",0,1,0
"824",824,2020.91530054645,"WP2","op","","Observed","29/11/2020","c3","Pitfall",48,"WP",0,1,0
"825",825,2020.91530054645,"WP2","wm","S7-WP2-2","Marked ","29/11/2020","f1","Pitfall",60,"WP",0,1,0
"826",826,2020.91530054645,"WP3","wm","S7-WP3-1","Marked","29/11/2020","e4","Pitfall",63,"WP",1,1,0
"827",827,2020.91530054645,"WP3","wm","S7-WP3-. .","Marked","29/11/2020","d5","Pitfall",41,"WP",1,1,0
"828",828,2020.91530054645,"MP2","wm","S7-MP2-25","Marked","30/11/2020","e5","Pitfall",56,"MP",0,1,0
"829",829,2020.91530054645,"MP2","op","","Observed","30/11/2020","e6","Onduline",54,"MP",0,1,0
"830",830,2020.91530054645,"MP2","wm","S7-MP2-3","Marked","30/11/2020","d3","Pitfall",56,"MP",0,1,0
"831",831,2020.91530054645,"MP2","wm","S7-MP2-15","Marked","30/11/2020","f5","Pitfall",63,"MP",0,1,0
"832",832,2020.91530054645,"MP2","wm","S7-MP2-22","Marked","30/11/2020","e5","Pitfall",58,"MP",0,1,0
"833",833,2020.91530054645,"MP2","wm","S7-MP2-12","Marked","30/11/2020","e5","Pitfall",70,"MP",0,1,0
"834",834,2020.91530054645,"MP2","op","MP2-(23)300","Marked","30/11/2020","f2","Pitfall",40,"MP",0,1,0
"835",835,2020.91530054645,"MP1","op","MP1-3(13)00","Marked","30/11/2020","b1","Pitfall",53,"MP",1,1,0
"836",836,2020.91530054645,"WP2","wm","S7-WP2-8","Marked ","30/11/2020","b6","Onduline",43,"WP",0,1,0
"837",837,2020.91530054645,"WP2","wm","S7-WP2-.","Marked ","30/11/2020","a2","Onduline",36,"WP",0,1,0
"840",840,2020.91530054645,"WP2","wm","S7-WP2-2","Marked ","30/11/2020","f1","Onduline",60,"WP",0,1,0
"841",841,2020.91530054645,"WP2","wm","S7-WP2-. . .","Marked ","30/11/2020","f3","Onduline",34,"WP",0,1,0
"843",843,2020.91530054645,"WP2","op","WP2-(23)200","Marked","30/11/2020","e1","Pitfall",69,"WP",0,1,0
"844",844,2020.91530054645,"WP2","op","WP2-(23)300","Marked","30/11/2020","f3","Onduline",62,"WP",0,1,0
"845",845,2020.91530054645,"WP3","wm","S7-WP3-2","Marked","30/11/2020","f4","Pitfall",60,"WP",1,1,0
"846",846,2020.91530054645,"WP3","wm","S7-WP3-3","Marked","30/11/2020","b4","Pitfall",62,"WP",1,1,0
"847",847,2020.91530054645,"WP3","wm","S7-WP3-4","Marked","30/11/2020","b4","Pitfall",66,"WP",1,1,0
"848",848,2020.91530054645,"WP3","wm","S7-WP3-5","Marked","30/11/2020","a5","Pitfall",59,"WP",1,1,0
"849",849,2020.91530054645,"WP3","op","WP3-(23)200","Marked","30/11/2020","c1","Pitfall",55,"WP",1,1,0
"850",850,2020.91530054645,"WP3","op","WP3-(23)300","Marked","30/11/2020","a4","Pitfall",50,"WP",1,1,0
"851",851,2018.23287671233,"RE1","op","RE1-0040a","Marked","5/04/2018","a3","Pitfall",52,"RE",0,0,-2.68242383411939
"853",853,2018.23287671233,"RE1","op","RE1-(25)000","Marked","5/04/2018","a3","Pitfall",59,"RE",0,0,-2.68242383411939
"855",855,2018.23287671233,"RE1","op","RE1-0522","Marked","5/04/2018","b3","Onduline",39,"RE",0,0,-2.68242383411939
"857",857,2018.23287671233,"RE1","op","RE1-00(15)0","Marked","5/04/2018","d5","Onduline",40,"RE",0,0,-2.68242383411939
"859",859,2018.23287671233,"RE1","op","RE1-0424","Marked","10/04/2018","d4","Onduline",39,"RE",0,0,-2.68242383411939
"861",861,2018.23287671233,"RE1","op","RE1-0345","Marked","13/04/2018","a1","Onduline",37,"RE",0,0,-2.68242383411939
"862",862,2020.91530054645,"MP2","wm","S7-MP2-26","Marked","1/12/2020","a3","Pitfall",52,"MP",0,1,0
"863",863,2018.23287671233,"RE1","op","RE1-0344","Marked","13/04/2018","e5","Onduline",39,"RE",0,0,-2.68242383411939
"864",864,2020.91530054645,"MP2","wm","S7-MP2-27","Marked","1/12/2020","c6","Pitfall",66,"MP",0,1,0
"866",866,2020.91530054645,"MP2","wm","S7-MP2-28","Marked","1/12/2020","c5","Pitfall",44,"MP",0,1,0
"867",867,2018.23287671233,"RE2","op","RE2-0025","Marked","6/04/2018","d4","Onduline",66,"RE",0,0,-2.68242383411939
"868",868,2020.91530054645,"MP2","wm","S7-MP2-29","Marked","1/12/2020","b3","Pitfall",62,"MP",0,1,0
"869",869,2018.23287671233,"RE2","wm","S3-RE2-2","Marked","9/04/2018","b2","Onduline",68,"RE",0,0,-2.68242383411939
"870",870,2020.91530054645,"MP2","wm","S7-MP2-2","Marked","1/12/2020","b3","Pitfall",65,"MP",0,1,0
"872",872,2020.91530054645,"MP2","wm","S7-MP2-4","Marked","1/12/2020","c6","Pitfall",58,"MP",0,1,0
"873",873,2018.23287671233,"RE2","op","RE2-0455a","Marked","10/04/2018","a5","Onduline",49,"RE",0,0,-2.68242383411939
"874",874,2020.91530054645,"MP2","wm","S7-MP2-12","Marked","1/12/2020","","",70,"MP",0,1,0
"875",875,2018.23287671233,"RE2","op","RE2-0454","Marked","10/04/2018","b5","Onduline",40,"RE",0,0,-2.68242383411939
"876",876,2020.91530054645,"MP2","op","MP2-0004","Marked","1/12/2020","f5","Onduline",60,"MP",0,1,0
"878",878,2020.91530054645,"MP2","op","MP2-0(23)00","Marked","1/12/2020","b1","Pitfall",40,"MP",0,1,0
"879",879,2018.23287671233,"RE2","op","RE2-0453","Marked","10/04/2018","d5","Onduline",37,"RE",0,0,-2.68242383411939
"880",880,2020.91530054645,"MP2","op","MP2-0020","Marked","1/12/2020","a1","Pitfall",70,"MP",0,1,0
"882",882,2020.91530054645,"MP2","op","MP2-(23)005","Marked","1/12/2020","c1","Pitfall",55,"MP",0,1,0
"883",883,2018.23287671233,"RE2","op","RE2-0452m","Marked","10/04/2018","f5","Onduline",54,"RE",0,0,-2.68242383411939
"884",884,2020.91530054645,"MP2","op","MP2-(23)200","Marked","1/12/2020","b1","Pitfall",57,"MP",0,1,0
"886",886,2020.91530054645,"MP1","op","MP1-(23)002","Marked","1/12/2020","a2","Pitfall",46,"MP",1,1,0
"887",887,2018.23287671233,"RE2","op","RE2-0445p","Marked","10/04/2018","f4","Onduline",49,"RE",0,0,-2.68242383411939
"888",888,2020.91530054645,"WP2","op","WP2-(34)400","Marked","1/12/2020","a5","Pitfall",67,"WP",0,1,0
"889",889,2018.23287671233,"RE2","op","RE2-0443","Marked","10/04/2018","f4","Onduline",54,"RE",0,0,-2.68242383411939
"890",890,2020.91530054645,"WP3","wm","S7-WP3-6","Marked","1/12/2020","d5","Onduline",56,"WP",1,1,0
"893",893,2018.23287671233,"RE2","op","RE2-0025","Marked","10/04/2018","d6","Onduline",65,"RE",0,0,-2.68242383411939
"896",896,2020.91530054645,"MP2","wm","S7-MP2-2","Marked","2/12/2020","d3","Pitfall",65,"MP",0,1,0
"897",897,2018.23287671233,"RE2","op","RE2-0442","Marked","10/04/2018","d4","Onduline",50,"RE",0,0,-2.68242383411939
"898",898,2020.91530054645,"MP2","wm","S7-MP2-20","Marked","2/12/2020","f4","Onduline",70,"MP",0,1,0
"900",900,2020.91530054645,"MP2","wm","S7-MP2-12","Marked","2/12/2020","d4","Pitfall",70,"MP",0,1,0
"902",902,2020.91530054645,"MP2","op","MP2-(23)200","Marked","2/12/2020","c2","Pitfall",57,"MP",0,1,0
"904",904,2020.91530054645,"MP2","op","MP2-(23)300","Marked","2/12/2020","c4","Pitfall",60,"MP",0,1,0
"905",905,2018.23287671233,"RE2","op","RE2-5501","Marked","10/04/2018","d4","Onduline",49,"RE",0,0,-2.68242383411939
"906",906,2020.91530054645,"MP1","op","MP1-(23)003","Marked","2/12/2020","b2","Pitfall",53,"MP",1,1,0
"911",911,2018.23287671233,"RE2","op","RE2-(12)010","Marked","10/04/2018","c4","Onduline",60,"RE",0,0,-2.68242383411939
"916",916,2020.91530054645,"WP2","op","WP2-0051","Marked","2/12/2020","f2","Pitfall",64,"WP",0,1,0
"918",918,2020.91530054645,"WP3","wm","S7-WP3-7","Marked","2/12/2020","a5","Pitfall",64,"WP",1,1,0
"919",919,2018.23287671233,"RE2","op","RE2-0020","Marked","10/04/2018","b3","Onduline",58,"RE",0,0,-2.68242383411939
"920",920,2020.91530054645,"WP3","op","WP3-(23)200","Marked","2/12/2020","a1","Pitfall",64,"WP",1,1,0
"921",921,2018.23287671233,"RE2","op","RE2-0435","Marked","10/04/2018","c3","Onduline",51,"RE",0,0,-2.68242383411939
"922",922,2020.91530054645,"MP2","wm","S7-MP2-30","Marked","3/12/2020","d6","Pitfall",61,"MP",0,1,0
"923",923,2018.23287671233,"RE2","op","RE2-0434f","Marked","10/04/2018","e3","Onduline",65,"RE",0,0,-2.68242383411939
"926",926,2020.91530054645,"MP2","wm","S7-MP2-2","Marked","3/12/2020","b3","Pitfall",65,"MP",0,1,0
"928",928,2020.91530054645,"MP2","wm","S7-MP2-6","Marked","3/12/2020","b5","",44,"MP",0,1,0
"929",929,2018.23287671233,"RE2","op","RE2-0220","Marked","10/04/2018","e3","Onduline",59,"RE",0,0,-2.68242383411939
"930",930,2020.91530054645,"MP2","wm","S7-MP2-9","Marked","3/12/2020","c5","",51,"MP",0,1,0
"932",932,2020.91530054645,"MP2","wm","S7-MP2-10","Marked","3/12/2020","c6","",60,"MP",0,1,0
"933",933,2018.23287671233,"RE2","op","RE2-00(34)5","Marked","10/04/2018","e3","Onduline",59,"RE",0,0,-2.68242383411939
"934",934,2020.91530054645,"MP2","wm","S7-MP2-15","Marked","3/12/2020","f5","",63,"MP",0,1,0
"936",936,2020.91530054645,"MP2","op","MP2-(34)000","Marked","3/12/2020","b1","Pitfall",48,"MP",0,1,0
"937",937,2018.23287671233,"RE2","op","RE2-0034","Marked","10/04/2018","f3","Onduline",60,"RE",0,0,-2.68242383411939
"938",938,2020.91530054645,"MP2","op","MP2-(34)200","Marked","3/12/2020","e6","Pitfall",45,"MP",0,1,0
"939",939,2018.23287671233,"RE2","op","RE2-0433","Marked","10/04/2018","f2","Onduline",56,"RE",0,0,-2.68242383411939
"940",940,2020.91530054645,"MP2","op","MP2-(34)300","Marked","3/12/2020","c3","Pitfall",64,"MP",0,1,0
"941",941,2018.23287671233,"RE2","op","RE2-0432","Marked","10/04/2018","c2","Onduline",60,"RE",0,0,-2.68242383411939
"942",942,2020.91530054645,"MP2","op","MP2-(34)400","Marked","3/12/2020","a1","Pitfall",47,"MP",0,1,0
"944",944,2020.91530054645,"MP2","op","MP2-5102","Marked","3/12/2020","b6","Pitfall",60,"MP",0,1,0
